Twitter Username,bio,username,image_url,profile_data
YounessMounaime,"Le talent est un jardin et le travail est son jardinier.

L'art, c'est le travail",Youness Mounaime,https://pbs.twimg.com/profile_images/1349029842810003461/OY8p4idR_400x400.jpg,
yourusername,,YourUsername,https://abs.twimg.com/sticky/default_profile_images/default_profile_400x400.png,
your_twitter_handle,,your_twitter_handle,,
yousefabx,"Software Engineering Student | 
Founder & CEO of ... |",Youssef Ab,https://pbs.twimg.com/profile_images/1976050607497613312/C2p2izfw_400x400.jpg,{}
YousraChakib1,"student 
@1337FIL
 , 23yo with -2147483648 social skills .",Yousra Chakib,https://pbs.twimg.com/profile_images/1396969194298781698/eZojXZ5Z_400x400.jpg,{}
yousramounib3,,yousramounib3,https://pbs.twimg.com/profile_images/1449689445205254147/tt4i0e9X_400x400.png,
youssefadnani78,Bureau Veritas Morocco Cheif Executive,Youssef ADNANI,https://pbs.twimg.com/profile_images/920249248771436544/60du6sWz_400x400.jpg,{}
YoussefCharifH2,,YoussefCharifH2,https://pbs.twimg.com/profile_images/1826318386004922368/W9WfBjnT_400x400.jpg,
YoussefLagtab,"Software Engineer, NodeJs, Golang, Postgresql, MongoDB, Docker, Gitlab CI/CD, 
@1337FIL
 Alumni (ノ￣ー￣)ノ",Youssef Lagtab,https://pbs.twimg.com/profile_images/1777157166807330816/bif7obNb_400x400.jpg,{}
youssefmajdi,,youssefmajdi,https://pbs.twimg.com/profile_images/3096099849/a82f42a97ba6b66d440ed45150410fe5_400x400.jpeg,
youssef_assabir,,youssef_assabir,https://pbs.twimg.com/profile_images/1741183692389711872/_rB0xrAW_400x400.jpg,
youssef_joundi,,youssef joundi,https://pbs.twimg.com/profile_images/946439438275661824/edjJPGz6_400x400.jpg,
youssef__l05,"and if my wishes came true… 
@anonymouuus",Youssef,https://pbs.twimg.com/profile_images/1856789009600536576/O6Xe3pBn_400x400.jpg,{}
yousssefmahfoud,"Process Engineer
 NFT Marketplace
 We Create the most legendary NFT collections. 
 Just Art #NFT 
Social Media Manager",Youssef MAHFOUD,https://pbs.twimg.com/profile_images/1889762897720487937/vl7PsjUc_400x400.jpg,{}
youyouness5,Software developer,Mr_Youness,https://pbs.twimg.com/profile_images/1693383289183129601/H8kH8NC6_400x400.jpg,{}
yslargou,"General Manager , Associate Executive Director, Entrepreneur , IBM Champion 2020 & 2021",Largou,https://pbs.twimg.com/profile_images/1491421328276135943/99TRjRdw_400x400.jpg,{}
ysnksi,,ysnksi,https://pbs.twimg.com/profile_images/1665696127088222211/2mL9nrbD_400x400.jpg,
yurhyel,,YU,https://pbs.twimg.com/profile_images/864282812328923136/9O4IQWOh_400x400.jpg,{}
YussyDr,,YussyDr,https://pbs.twimg.com/profile_images/1703861678046130176/NjX8rmeM_400x400.jpg,
YvesBuya1,"Yves Buya, journaliste congolais engagé et fervent défenseur de la liberté de presse en République Démocratique du Congo…",Yves Buya,https://pbs.twimg.com/profile_images/1879267463369515008/oodggQlr_400x400.jpg,{}
yvesgauthieroma,,yvesgauthieroma,https://pbs.twimg.com/profile_images/923855325031272448/_tHZVuls_400x400.jpg,{}
yvsser1,trying to build cool stuff,Yasser,https://pbs.twimg.com/profile_images/1876227148748386304/A2UCTNs2_400x400.jpg,{}
y_haddar,⁦,y haddar,https://pbs.twimg.com/profile_images/1710558591474630656/4GWaT1Tw_400x400.jpg,{}
Zachalicha,,Zachalicha,https://pbs.twimg.com/profile_images/1441513253528539138/h6xJjcLm_400x400.jpg,
ZagaouchIlyas,"Hi there 
I'm passionate software engineer, always I try to expand my skill set and stay ahead of the latest industry trends",ILYAS ZAGAOUCH,https://pbs.twimg.com/profile_images/1628837578219704320/SsS7EPWE_400x400.png,{}
zaidhmad,,zaidhmad,https://pbs.twimg.com/profile_images/1374384421478961156/raO6Fjkl_400x400.jpg,
zakariabachir,,Zakaria bachir,https://pbs.twimg.com/profile_images/1089459415034613761/3j_AsZUK_400x400.jpg,{}
zakariabenc1,"𝓘𝓽'𝓼 𝓱𝓪𝓻𝓭 𝓷𝓸𝓽 𝓽𝓸 𝓫𝓮 𝓻𝓸𝓶𝓪𝓷𝓽𝓲𝓬 𝓪𝓫𝓸𝓾𝓽 𝓯𝓸𝓸𝓽𝓫𝓪𝓵𝓵 

𝑭𝒐𝒐𝒕𝒃𝒂𝒍𝒍/𝑭𝒖𝒕𝒔𝒂𝒍 𝑫𝒂𝒕𝒂 𝑺𝒄𝒊𝒆𝒏𝒕𝒊𝒔𝒕 & 𝑨𝒏𝒂𝒍𝒚𝒔𝒕",Zakariyae Ben Chouikh,https://pbs.twimg.com/profile_images/1781272780043845632/ZzeNbdDl_400x400.jpg,{}
zakariadem,,zakariadem,https://pbs.twimg.com/profile_images/1495029722161590277/-Gai3qy2_400x400.jpg,
zakariaemejdki,,zakariaemejdki,,
zakariaforwork,,zakaria mahmoud,https://pbs.twimg.com/profile_images/1394785788374757385/V3rMIhI9_400x400.jpg,{}
zakariaharnafi,Manager de la formation professionnelle en hôtellerie restauration et tourisme au Maroc.,HARNAFI ZAKARIA,https://pbs.twimg.com/profile_images/1685646223221334016/e_44KQPN_400x400.jpg,{}
zakariakamili97,,zakariakamili97,https://pbs.twimg.com/profile_images/1725179801902706688/aEsFTVQL_400x400.jpg,
ZakariaKardache,,ZakariaKardache,https://pbs.twimg.com/profile_images/1865856513664819200/B3DtozaP_400x400.jpg,{}
zakarialabib,Tech Stack : Laravel / Livewire / Alpinejs / Tailwindcss,Zakaria,https://pbs.twimg.com/profile_images/1380635463317327872/iARv2hs2_400x400.jpg,{}
zakarialaoui10,,Zakaria elalaoui,https://pbs.twimg.com/profile_images/1468199212877762565/E5moXOES_400x400.jpg,{}
ZakariaOrche,Full Stack Software engineering at #ALX program || 100DaysofCodes with #FreeCodeCamp || CyberSecurity with #TryHackMe || More Courses with #OpenClassRoom,Zakaria,https://pbs.twimg.com/profile_images/1706090617015525376/MjjyYOoc_400x400.jpg,{}
Zakaria_Ait_Ali,DevOps Engineer,zakaria ait ali,https://pbs.twimg.com/profile_images/1838266228856573952/2xWBdG7f_400x400.jpg,
zakaria_kh0,,zakaria_kh0,https://pbs.twimg.com/profile_images/1628724562006269953/tKgyZhN-_400x400.jpg,{}
zakie_kasmi,,zaki kasmi,https://pbs.twimg.com/profile_images/1601026839249653760/BK5UzIQI_400x400.jpg,{}
zaki_chahboun,"Software Engineer - Content Creator 
Opensource/Linux lover 

http://
youtube.com/@khawarizmyana
 
http://
t.me/khawarizmyana",zakaria chahboun,https://pbs.twimg.com/profile_images/1682160443131871236/nUdE9qb9_400x400.jpg,{}
zakmachachi,,zakmachachi,https://pbs.twimg.com/profile_images/1735298099495555072/hYDK8uRH_400x400.jpg,
zakmahboub22,"Développeur Web et Expert Seo à Casablanca
Zakaria Mahboub  propose une variété des services en développement web.",zakaria mahboub,https://pbs.twimg.com/profile_images/1847033200469565440/usKHYheP_400x400.jpg,
zakwof,"Zak World of Façades is an International conference series on façades taking place in Europe, Middle East, Asia, Africa, North America & Australasia.",Zak World of Façades,https://pbs.twimg.com/profile_images/1237994307681783808/6zL-wXh4_400x400.jpg,{}
zak_c,,zak_c,https://pbs.twimg.com/profile_images/2315997704/vscx565xvlync9g28ukw_400x400.png,{}
ZaydInani,a self-taught full-stack web developer  with a bachelor's degree in English Literature. a tech enthusiast  sharing my journey as learn more about tech,zayd inani,https://pbs.twimg.com/profile_images/1699466083797745664/77_2hZ6F_400x400.jpg,
zchelouati,"Think what you want of me, it wont be that bad anyways. And freedom of speech is a right for all Mankind.",zakaria Chelouati,https://pbs.twimg.com/profile_images/553465014695501824/_9huuFdT_400x400.jpeg,{}
zefood27,,zefood27,https://pbs.twimg.com/profile_images/1302176948966350849/4r6Ds_LZ_400x400.jpg,
Zeh4DEV,,Zeh4DEV,https://pbs.twimg.com/profile_images/1845844906964590600/8BJ_3lgy_400x400.jpg,
zelhajou,,zelhajou,https://pbs.twimg.com/profile_images/1890715064371380224/axcMog-M_400x400.jpg,
ZenikaCanada,,ZenikaCanada,https://pbs.twimg.com/profile_images/1450714172698861569/McquAdXl_400x400.jpg,
zeroualihamid,"Directeur général de la société NETWORK SYSTEMS, spécialisée dans les NTIC et l'industrie publicitaire. 

Master's in Telecommunication, COLUMBIA University, NY",ZEROUALI Hamid,https://pbs.twimg.com/profile_images/1520458875/Photo_Hamid_400x400.JPG,{}
ZhdEma,,Ema Zhd,https://pbs.twimg.com/profile_images/1880991205401518080/tNDV-4Os_400x400.jpg,{}
zhigangsuo,Professor at Harvard University,Zhigang Suo,https://pbs.twimg.com/profile_images/1568323671277670400/BUslZoos_400x400.jpg,{}
Zineb71554478,,Zineb71554478,,
zinebkamal,"Digital Strategist | Researcher | Educator | Founder of 
@Smarktic

Harnessing digital marketing & AI for purposeful growth.
Advocate for mindful and ethical tech",zineb KAMAL,https://pbs.twimg.com/profile_images/1245506047781015554/YaoxNXfn_400x400.jpg,{}
zineb_rh,,zineb_rh,https://pbs.twimg.com/profile_images/495573099534761984/ZXR0tl8g_400x400.jpeg,
zinnid,rédacteur en chef,said zinnid,https://pbs.twimg.com/profile_images/556564442112987136/lHwydJ_I_400x400.jpeg,{}
zitounewassila,,zitounewassila,https://pbs.twimg.com/profile_images/1761481974856777729/ouaK_S-z_400x400.jpg,{}
ziwobyaswat,,ziwobyaswat,https://pbs.twimg.com/profile_images/1874012824139182080/B7u_tT9f_400x400.jpg,
zlayinee,"Web3 | Frontend Engineer | 
@Enjin",Zouheir,https://pbs.twimg.com/profile_images/1601941121445367808/s9okIR6I_400x400.jpg,{}
zmarrou,"Researcher, consultant dealing with data sources identification, spatial data analysis and digital technologies.",Hicham Zmarrou,https://pbs.twimg.com/profile_images/1111130762/serie-tribal-baby_400x400.jpg,{}
zniberamine,"Directeur Régional Maroc Ynov Campus (Ex SUPINFO Casablanca), Consultant expert.",ZNIBER amine,https://pbs.twimg.com/profile_images/2677046084/939f330297c20fcc2c71aad796af4c56_400x400.jpeg,{}
zniberghita,,zniberghita,,
zodeditz,,zodeditz,https://pbs.twimg.com/profile_images/1431564446309158916/0k4lZTah_400x400.jpg,{}
zone01oujda,,Zone01 Oujda,https://pbs.twimg.com/profile_images/1717535348115255296/8oTsoQtU_400x400.jpg,{}
zouhairmaj,,zouhairmaj,https://pbs.twimg.com/profile_images/1935056641008746496/sZwwNQOB_400x400.jpg,
Zouhair_Jamali,| IT | 1337 student | tech enthusiast,Zouhair Jamali ,https://pbs.twimg.com/profile_images/1483314099329159171/F84DGzht_400x400.jpg,{}
zouhalhassane,"Full Professor, Sport Sciences, Dean of Faculty of Sport Sciences, University of Rennes 2, France",ZOUHAL Hassane,https://pbs.twimg.com/profile_images/475432427234406400/B934EreH_400x400.jpeg,{}
zouigmohamed,,zouigmohamed,https://pbs.twimg.com/profile_images/1724149942120235008/9jd0yoF7_400x400.jpg,
ZYacouri,"Frontend web developer & UI/UX designer. 
 Working on 
http://
colors-visualizer.vercel.app",Zouhir Yaçouri,https://pbs.twimg.com/profile_images/1961128538288852992/OE0oBVk__400x400.jpg,{}
Zyndex_S,Content Creator Extraordinaire,Yungtytanᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠ,https://pbs.twimg.com/profile_images/1963453709595099136/YoZ44z_f_400x400.jpg,{}
_1x38B,psyduck is my soul pokemon,sou3ada,https://pbs.twimg.com/profile_images/1606004618286272523/gdL6tBKB_400x400.jpg,
_amroali,"Sociologist | Public Scholar | Middle East Analyst | 
@UNESCO
 advisor for the Arab region. I explore fractured modernities of the Arab world & the Mediterranean.",Amro Ali,https://pbs.twimg.com/profile_images/1417455776076079144/0HNbxHc0_400x400.jpg,{}
_BLarry,,_BLarry,https://pbs.twimg.com/profile_images/1751324666226946048/YNPnEMZp_400x400.jpg,
_dzunii,Maw mnandi umnandi,2026 FIFA world cup participant ,https://pbs.twimg.com/profile_images/1966439078942961664/IBehoqBZ_400x400.jpg,{}
_h1cham_,human being and js lover,h1cham,https://pbs.twimg.com/profile_images/1877781179597774848/0HS74aGt_400x400.jpg,{}
_hkairi,"Senior Software Architect | Passionate about Kafka, Flink, Go, Rust & Ruby",Hassane Moustapha,https://pbs.twimg.com/profile_images/1263060386321924097/hmgwmyOo_400x400.jpg,
_iMeriem,I live in the wires,Mriem,https://pbs.twimg.com/profile_images/1977048002935025664/ctaiTQIA_400x400.jpg,{}
_MamaSims,"Mom and Chicago hip hop enthusiast. #Testament by 
@_NoahSims",Mama Sims,https://pbs.twimg.com/profile_images/617537567513309185/A8E3lYw3_400x400.jpg,{}
_melhadou,"Computer Science student at  
@1337FIL
.",Mohamed Elhadouchi,https://pbs.twimg.com/profile_images/1857228451314290689/90CTnMWd_400x400.jpg,
_mouad_ziani,,_mouad_ziani,https://pbs.twimg.com/profile_images/1781871591757881344/OUzd-xes_400x400.jpg,
_Nizar_B,,_Nizar_B,https://pbs.twimg.com/profile_images/1445335738858582016/sOzKbaqZ_400x400.jpg,{}
_nuhuadams,African Football & Sports Consultant | CAF & FIFA Accredited Journalist | 2021 Pulse Sports Influencer of the Year,Nuhu Adams,https://pbs.twimg.com/profile_images/1911738595729174528/8HD6Uwdg_400x400.jpg,{}
_orcuss,,_orcuss,,
_Othman_Najib,"Discover new horizons in architecture, eco-friendly yachts, electric cars, and technological innovations that shape the future.",Othman Najib ,https://pbs.twimg.com/profile_images/1809252563629289473/3xX9WVwc_400x400.jpg,{}
_refai_,,Refaï El Khattabi,https://pbs.twimg.com/profile_images/547046834212835328/NPiX_KRV_400x400.jpeg,
_rosamaha,,_rosamaha,https://pbs.twimg.com/profile_images/1055148095271518211/x0mdU96j_400x400.jpg,
_thecasablanca,"||Pr||Content Creator||Nightlife

Building an empire for business owners & brands on WhatsApp. 


https://
wa.link/9zi5r0",_thecasablanca,https://pbs.twimg.com/profile_images/1569833839043674112/OP4RnlcV_400x400.jpg,{}
_yawanewuoh,,_yawanewuoh,https://pbs.twimg.com/profile_images/1961816914541281280/OVNNfAub_400x400.jpg,
_zakariahabib_,,_zakariahabib_,https://pbs.twimg.com/profile_images/473155397943959554/e40hxzun_400x400.jpeg,{}
_zakariakh,,cestzack,https://pbs.twimg.com/profile_images/1922638004377493504/9UhDN1qX_400x400.jpg,
__abdenasser,,__abdenasser,https://pbs.twimg.com/profile_images/1854103408371957761/RIEl2bT2_400x400.jpg,
__iamaf,"Hi I'm Afaf
Aspiring ML Research Eng in Healthcare.
모두가 잠든 밤에 피는 꽃도 있어
Family member of 
@geeksblabla
 & 
@couzintech",Do3so9a,https://pbs.twimg.com/profile_images/1977877569090318337/ZaCx_5zo_400x400.jpg,{}
__mar0ne__,"Hi, I'm 
@__mar0ne__
.
I'm a DevOps / CLOUD engineer.
I'm interested in startups and creative ideas.
#devops #devsecops #coding",Marouane Ourdou,https://pbs.twimg.com/profile_images/1518364377497448453/ewLz0_Bw_400x400.jpg,
___yuss___,,___yuss___,https://pbs.twimg.com/profile_images/1959412224671338496/PSikBjyq_400x400.jpg,
0x4ns,,0x4ns,https://pbs.twimg.com/profile_images/1937651428895453184/HQ40cgAk_400x400.jpg,
2thinknow,"'Innovation is now a city-based phenomenon' - 2thinknow. Data innovation agency. Innovation Cities™ Index since 2007. Director 
@christopherhire",2thinknow,https://pbs.twimg.com/profile_images/469351986362454018/8v6Zz7wz_400x400.jpeg,{}
abdelhakimhaya,,abdelhakimhaya,https://pbs.twimg.com/profile_images/1225176193646964738/BlH3Vb-Y_400x400.jpg,
abdouelhani,,abdouelhani,https://pbs.twimg.com/profile_images/1648692685832613888/LVgEMwgd_400x400.jpg,
abridulac,,abridulac,https://pbs.twimg.com/profile_images/1088763725321068545/13pQRe8E_400x400.jpg,
academiaalhamb1,,academiaalhamb1,https://pbs.twimg.com/profile_images/836957393510621184/1qXOJyrg_400x400.jpg,
acheikh,Republic of Chad. Special adviser to the Head of State. Former minister. مستشار خاص لدى رئاسة الدولة. وزير سابق,Acheikh IBN-OUMAR,https://pbs.twimg.com/profile_images/1101400504117219328/yMhg5NQh_400x400.png,
ADD_MAROC,"L'ADD, catalyseur du Développement du Digital au Maroc !",Agence de Développement du Digital-ADD,https://pbs.twimg.com/profile_images/1786360342785687552/YIRlPfdF_400x400.jpg,{}
adediranjeremi2,,adediranjeremi2,https://pbs.twimg.com/profile_images/1571242665512935426/Z82cWvq2_400x400.jpg,
adnanjabbar,,adnanjabbar,https://pbs.twimg.com/profile_images/1386383858191450112/WE0Rf6-0_400x400.jpg,
AEAward,,AEAward,https://pbs.twimg.com/profile_images/585120886933614592/U9uq08xD_400x400.jpg,
afcacia,,afcacia,https://pbs.twimg.com/profile_images/1579809858622263296/IcdLsdOD_400x400.jpg,
Afcac_Cafac,Specialized agency of the African Union responsible for Civil Aviation matters in Africa,AFCAC - African Civil Aviation Commission,https://pbs.twimg.com/profile_images/1565050057547735042/ugv8LEI3_400x400.jpg,{}
afineety,,afineety,https://pbs.twimg.com/profile_images/960800515847262208/CClSMrB2_400x400.jpg,
afreximresearch,"@AfreximResearch
 is the Centre of Excellence on African trade matters, providing insights and thought leadership on Africa’s trade and economic development.",Afreximbank Research,https://pbs.twimg.com/profile_images/959423165784092672/xMoOfNZ8_400x400.jpg,{}
africanenergy,"African Energy is a provider of consultancy, data and news services designed to support decision-making through all stages of the project and investment cycle",African Energy,https://pbs.twimg.com/profile_images/862236104501719042/_yD7i6qr_400x400.jpg,{}
AfricanLM,,AfricanLM,https://pbs.twimg.com/profile_images/1975214220573614080/2QjM1jeB_400x400.jpg,
africa_key_p,,africa_key_p,https://pbs.twimg.com/profile_images/737282006099320832/twV_W9Nc_400x400.jpg,
agencyquant,,agencyquant,https://pbs.twimg.com/profile_images/1419036209385463809/htFwmZUa_400x400.jpg,
AgentK0311,all gas no brakes,agentk,https://pbs.twimg.com/profile_images/1969968228274425857/8YJAt0nR_400x400.jpg,{}
ahmed_kamel_ir,,ahmed_kamel_ir,https://pbs.twimg.com/profile_images/1482441443813859331/yw4tBHYF_400x400.jpg,
AitSaidMouaad,,AitSaidMouaad,https://pbs.twimg.com/profile_images/792420241624145920/i5q_-LT9_400x400.jpg,
ai_abdellah,,ai_abdellah,https://pbs.twimg.com/profile_images/461639684548861952/K9l_9uWL_400x400.jpeg,
Ajopicao,,Ajopicao,https://pbs.twimg.com/profile_images/1956082524704399372/5ujHwrcA_400x400.jpg,
alahyanee,,alahyanee,https://pbs.twimg.com/profile_images/438676546874658816/UIOCQuAx_400x400.jpeg,
alexandraoanca,"Researcher | critical urban studies, anthropology of policy & postcolonial EU/rope | 
@FSW_KULEUVEN
 
@KU_Leuven
 
@precanthro


Vice-president 
@EASAinfo","Alexandra Oancă, PhD",https://pbs.twimg.com/profile_images/1495158734036865026/wdmCXTYs_400x400.jpg,{}
alexbalafrej,,alexbalafrej,https://pbs.twimg.com/profile_images/1656315812225974274/ObvsreAk_400x400.jpg,
alpha_c0rtex,"Investing in & Collecting the Future: Crypto, NFTs, Art.
Building ventures, 
Entrepreneur, 
Appreciator of timeless classic",CORTEX,https://pbs.twimg.com/profile_images/1966031127153393664/IxUpkZCu_400x400.jpg,{}
alpha_cim,,alpha_cim,https://pbs.twimg.com/profile_images/1149292400705265664/wG78sHig_400x400.png,
ALPLApackaging,,ALPLApackaging,https://pbs.twimg.com/profile_images/963784707187073024/TJdf5cYX_400x400.jpg,
AmakeTT,,AmakeTT,https://pbs.twimg.com/profile_images/1650943989992808448/3TXFo3dV_400x400.jpg,
amanyiresimon,,amanyiresimon,https://pbs.twimg.com/profile_images/1345691557534564354/MfK6tKM-_400x400.jpg,{}
AmbCanMaroc,,AmbCanMaroc,https://pbs.twimg.com/profile_images/935872477317746689/q8vh_7kZ_400x400.jpg,
amboussaa,,Amina Boussaa,https://pbs.twimg.com/profile_images/1340040951943839744/JKXsIsIR_400x400.jpg,{}
amdie_agency,,amdie_agency,https://pbs.twimg.com/profile_images/1479106958128926724/I5PL2jU9_400x400.jpg,
aminekandil,,aminekandil,https://pbs.twimg.com/profile_images/917500227950727168/OTZiWaWW_400x400.jpg,
aminekarimii,A human being that love coffee  • RealAnime Wallpapers | Kotlin | NextJS,Amine Karimi,https://pbs.twimg.com/profile_images/1916890924640075788/YLeSD9Ga_400x400.jpg,{}
Amine_Al_Hazzaz,"HSEVEN Founder & CEO, Venture Capitalist, High-impact entrepreneurship Catalyst, Mentor, Entrepreneur. Passionate & Opinionated.",Amine Al-Hazzaz,https://pbs.twimg.com/profile_images/1336245851920936960/0MZKqyHH_400x400.jpg,{}
anassql,,anassql,https://pbs.twimg.com/profile_images/626183349296435200/P2xZSegL_400x400.jpg,
angelo_bottone,,angelo_bottone,https://pbs.twimg.com/profile_images/817264834823606273/Q-8Tfool_400x400.jpg,{}
anicecharaf,,anicecharaf,https://pbs.twimg.com/profile_images/1631656481929203713/3RQN2nL7_400x400.jpg,{}
anna_aitbuakleh,"An unapologetic citizen of the world, speaking truth & against injustice and oppression",Anna,https://pbs.twimg.com/profile_images/1757592158037508096/ggRAYG4c_400x400.jpg,{}
anouarsabri,,anouarsabri,https://pbs.twimg.com/profile_images/1463908057319190535/Z39HTxPP_400x400.jpg,
AntoineBoniface,Co-Founder at Vantage Data Centers EMEA,Antoine Boniface,https://pbs.twimg.com/profile_images/1961320753388814336/sZdo_UAR_400x400.jpg,{}
arboobra,"Mobile apps development. (R)Tweets about #tech, #mobile, #startup, #vc, #socialmedia, #design",arboobra,https://pbs.twimg.com/profile_images/378800000249649781/08b8a8eebbf3c97118e6678cc847dddf_400x400.png,
aservillat,,Alina Servillat,https://pbs.twimg.com/profile_images/840133074998382592/TD-1pqWf_400x400.jpg,{}
asmabannouri,,Asma Bannouri,https://pbs.twimg.com/profile_images/1565034526983819265/bx6rqF2R_400x400.jpg,
assembly_edu,,assembly_edu,https://pbs.twimg.com/profile_images/1747555348846694400/3JWMD9N1_400x400.jpg,
asusevski,,asusevski,https://pbs.twimg.com/profile_images/1528378302662074368/BBCEJF6g_400x400.jpg,
audrey_t02,,audrey_t02,https://pbs.twimg.com/profile_images/1941244192669237248/u9IjS7d1_400x400.jpg,{}
AujourdhuiMa,,AujourdhuiMa,https://pbs.twimg.com/profile_images/1614914768430563330/GXRTBAiK_400x400.jpg,
ausimmaroc,,ausimmaroc,https://pbs.twimg.com/profile_images/1055389768727572480/rQ5V98aV_400x400.jpg,{}
ayodejipopoola6,"I'm a Data Business Analyst. 
#Python #Excel #DataAnalyst #WriterOnMedium #PowerPlatforms

Sport Analyst 
#EPL #NPFL #NBA #NAIJASPORTS

Teens Teacher",Ayodeji Pops,https://pbs.twimg.com/profile_images/1971170746073309184/WcOr-5Sx_400x400.jpg,{}
ayoupouaantar,,ayoupouaantar,https://pbs.twimg.com/profile_images/1015251199615029249/s_izsjYC_400x400.jpg,
BadouAbdallah,,BadouAbdallah,https://pbs.twimg.com/profile_images/1463251162338054158/qpabslR1_400x400.jpg,
badr,,badr,https://pbs.twimg.com/profile_images/1169200677073096704/MvL8uRox_400x400.jpg,
badre_amine,,badre_amine,https://pbs.twimg.com/profile_images/1704562226307186689/ay3JjcDi_400x400.jpg,
bankelele,,bankelele,https://pbs.twimg.com/profile_images/779591902115037184/h73pvoe__400x400.jpg,
Banyana_Banyana,,Banyana_Banyana,https://pbs.twimg.com/profile_images/1551355169232781312/CltOCHXs_400x400.jpg,
barlamanefr,"The information that anticipates the news by the editorial team of 
http://
Barlamane.com. Our associated X accounts: 
@BarlamanToday
 
@Barews",barlamane.com/fr,https://pbs.twimg.com/profile_images/1899586168926162944/iRLHJDJr_400x400.jpg,{}
bedjosessien,"African football Journalist,Ex-CAF Media Expert, ,Ex 
http://
Supersport.com ,Digital Evangelist, ,Founder 
http://
soka25east.com, Founder http://afrisportdigital.",Collins Okinyo,https://pbs.twimg.com/profile_images/966530367925743617/RHtktoo3_400x400.jpg,{}
BeEntrepreneur5,,BeEntrepreneur5,https://pbs.twimg.com/profile_images/1456228527599202311/wjpYm3ct_400x400.jpg,{}
benjellounayoub,Digital Project Manager,Benjelloun Ayoub,https://pbs.twimg.com/profile_images/748495687969538048/4xGSKWG1_400x400.jpg,{}
benmansour_dr,,benmansour_dr,https://pbs.twimg.com/profile_images/1597372569585389570/eqD7ufr6_400x400.jpg,
be_techy,,ksenia sholina,https://pbs.twimg.com/profile_images/792073185936175104/WL6gBGUy_400x400.jpg,{}
biekedewulf,,biekedewulf,https://pbs.twimg.com/profile_images/943748689042042880/7bZfy8rN_400x400.jpg,{}
birdman_prince,,birdman_prince,https://pbs.twimg.com/profile_images/1119566927175847938/efeavD4f_400x400.png,{}
Biruniintoffice,,Biruniintoffice,https://pbs.twimg.com/profile_images/977091514093441024/8IIS0HlO_400x400.jpg,
blerimmustafa,,blerimmustafa,https://pbs.twimg.com/profile_images/1937786849918898176/E9pGPfIg_400x400.jpg,
bonilaurent95,,bonilaurent95,https://pbs.twimg.com/profile_images/1211276014124445697/0afoLObb_400x400.jpg,
Bouygues_C,"Suivez l’actualité de Bouygues Construction. Nous sommes 32 500 collaborateurs à travers le monde, tous animés par une même ambition : bâtir pour la vie.",Bouygues Construction,https://pbs.twimg.com/profile_images/1379368289038708737/-mEugSlu_400x400.jpg,{}
brams_corp,,brams_corp,https://pbs.twimg.com/profile_images/1063112415536185344/aGoXDmAw_400x400.jpg,
bunivh2c,,bunivh2c,https://pbs.twimg.com/profile_images/1546518160442015745/RHeQQCM3_400x400.jpg,
burlionthierry,,Thierry Burlion,https://pbs.twimg.com/profile_images/850471693973934081/Vojp8R3J_400x400.jpg,{}
BusinessNowTv,"BUSINESSNOW TVSHOW 
Connectant les dirigeants pour stimuler l'innovation, explorer les enjeux sectoriels et renforcer la collaboration Public",BusinessNow,https://pbs.twimg.com/profile_images/1160586928946896897/ARHBi0Tr_400x400.jpg,
caesamena,International Student Agency,CAESA MENA Student Agency,https://pbs.twimg.com/profile_images/1202873353238962177/rF7yO4X8_400x400.jpg,{}
cafp4,,cafp4,https://pbs.twimg.com/profile_images/378800000418649691/3335c57cc0e3690b2c9039b40a54cf9e_400x400.jpeg,
callmepaschall,,callmepaschall,https://pbs.twimg.com/profile_images/1788980993862279168/CAeso-SB_400x400.jpg,
carlottacaste,"Senior AI Advocate 
@Microsoft
  Head in the Cloud(s)",Carlotta Castelluccio,https://pbs.twimg.com/profile_images/1502716754014912518/FuUUTXCD_400x400.jpg,{}
CarolineBertel5,"Caroline Bertelle  
EF2D Lettres pour l'AEFE au Maroc  
Administrateur  Magistere
Docteur en litt., Balzacienne de 
Bots & Humans",Ça me bot !,https://pbs.twimg.com/profile_images/1371135305546403842/AM3wbvn9_400x400.jpg,{}
CARPObonn,"This account is no longer being updated. Follow our work via:
LinkedIn: 
http://
bit.ly/3MqQZNY 
Newsletter: 
https://
carpo-bonn.org/en/newsletter/",CARPO,https://pbs.twimg.com/profile_images/536298607133995008/FwWyJXGm_400x400.png,{}
CasablancaAI,,CasablancaAI,https://pbs.twimg.com/profile_images/1567129974036959234/LzjwEj0w_400x400.jpg,
casablancams,,casablancams,https://pbs.twimg.com/profile_images/1940908824191287296/ChhoKSwc_400x400.jpg,
casafinancecity,Your business partner for Africa's potential,Casablanca Finance City,https://pbs.twimg.com/profile_images/1847184885498138624/HSxlfzXL_400x400.jpg,{}
cea_casa,"Nous avons pour mission la promotion de Casablanca par le biais d’animations aussi bien économiques, culturelles que sportives.",CasaEvents,https://pbs.twimg.com/profile_images/805040421638389761/9bZBHjcl_400x400.jpg,
cesef,Passionate Moroccan designer and tech enthusiast ⚙︎ enlightened my mind to live behind the scenery,Moncef,https://pbs.twimg.com/profile_images/1880323054577876993/pfTDWf5H_400x400.jpg,{}
